trialsN,participant,trials.label,trials.cue,trials.thisRepN,trials.thisN,signalOpacity,trials.response,trialsStair
90,25,high_opac_v,Valid,31.0,90.0,0.3713464340416218,1.0,31
91,25,low_opac_v,Valid,31.0,91.0,0.5196929660800412,1.0,31
92,25,low_opac_i,Invalid,31.0,92.0,0.0,0.0,31
93,25,high_opac_v,Valid,32.0,93.0,0.0,0.0,32
94,25,low_opac_i,Invalid,32.0,94.0,1.0,1.0,32
95,25,low_opac_v,Valid,32.0,95.0,0.5165731154547445,1.0,32
96,25,low_opac_i,Invalid,33.0,96.0,1.0,1.0,33
97,25,low_opac_v,Valid,33.0,97.0,0.0,0.0,33
98,25,high_opac_v,Valid,33.0,98.0,0.3799354447948967,1.0,33
99,25,high_opac_v,Valid,34.0,99.0,0.3771650127381576,1.0,34
100,25,low_opac_i,Invalid,34.0,100.0,1.0,1.0,34
101,25,low_opac_v,Valid,34.0,101.0,0.0,0.0,34
102,25,low_opac_v,Valid,35.0,102.0,0.0,0.0,35
103,25,low_opac_i,Invalid,35.0,103.0,1.0,1.0,35
104,25,high_opac_v,Valid,35.0,104.0,0.0,0.0,35
105,25,low_opac_v,Valid,36.0,105.0,0.0,0.0,36
106,25,high_opac_v,Valid,36.0,106.0,0.3846735175407696,1.0,36
107,25,low_opac_i,Invalid,36.0,107.0,0.0,0.0,36
108,25,high_opac_v,Valid,37.0,108.0,0.3820771853238905,1.0,37
109,25,low_opac_i,Invalid,37.0,109.0,0.0,0.0,37
110,25,low_opac_v,Valid,37.0,110.0,0.5588465305389899,1.0,37
111,25,low_opac_v,Valid,38.0,111.0,0.556174945381835,1.0,38
112,25,low_opac_i,Invalid,38.0,112.0,0.0,0.0,38
113,25,high_opac_v,Valid,38.0,113.0,0.3795755950379386,1.0,38
114,25,low_opac_v,Valid,39.0,114.0,0.5536762435329531,1.0,39
115,25,low_opac_i,Invalid,39.0,115.0,0.0,0.0,39
116,25,high_opac_v,Valid,39.0,116.0,0.0,0.0,39
117,25,low_opac_i,Invalid,40.0,117.0,0.0,0.0,40
118,25,high_opac_v,Valid,40.0,118.0,0.3866688784645817,1.0,40
119,25,low_opac_v,Valid,40.0,119.0,0.0,0.0,40
120,25,high_opac_v,Valid,41.0,120.0,0.0,0.0,41
121,25,low_opac_v,Valid,41.0,121.0,0.0,0.0,41
122,25,low_opac_i,Invalid,41.0,122.0,1.0,1.0,41
123,25,high_opac_v,Valid,42.0,123.0,0.3930662379200811,1.0,42
124,25,low_opac_i,Invalid,42.0,124.0,0.0,0.0,42
125,25,low_opac_v,Valid,42.0,125.0,0.0,0.0,42
126,25,low_opac_v,Valid,43.0,126.0,0.5800727016684998,1.0,43
127,25,low_opac_i,Invalid,43.0,127.0,1.0,1.0,43
128,25,high_opac_v,Valid,43.0,128.0,0.3908827044225046,1.0,43
129,25,low_opac_v,Valid,44.0,129.0,0.5777193154013136,1.0,44
130,25,high_opac_v,Valid,44.0,130.0,0.0,0.0,44
131,25,low_opac_i,Invalid,44.0,131.0,0.0,0.0,44
132,25,low_opac_i,Invalid,45.0,132.0,0.0,0.0,45
133,25,low_opac_v,Valid,45.0,133.0,0.0,0.0,45
134,25,high_opac_v,Valid,45.0,134.0,0.397017869536361,1.0,45
135,25,low_opac_v,Valid,46.0,135.0,0.0,0.0,46
136,25,high_opac_v,Valid,46.0,136.0,0.3951221227141879,1.0,46
137,25,low_opac_i,Invalid,46.0,137.0,1.0,1.0,46
138,25,high_opac_v,Valid,47.0,138.0,0.0,0.0,47
139,25,low_opac_v,Valid,47.0,139.0,0.0,0.0,47
140,25,low_opac_i,Invalid,47.0,140.0,0.0,0.0,47
141,25,low_opac_i,Invalid,48.0,141.0,0.0,0.0,48
142,25,high_opac_v,Valid,48.0,142.0,0.4007518271470967,1.0,48
143,25,low_opac_v,Valid,48.0,143.0,0.0,0.0,48
144,25,high_opac_v,Valid,49.0,144.0,0.3988670185924641,1.0,49
145,25,low_opac_i,Invalid,49.0,145.0,0.0,0.0,49
146,25,low_opac_v,Valid,49.0,146.0,0.0,0.0,49
147,25,low_opac_i,Invalid,50.0,147.0,0.0,0.0,50
148,25,low_opac_v,Valid,50.0,148.0,0.0,0.0,50
149,25,high_opac_v,Valid,50.0,149.0,0.3970940898606747,1.0,50
150,25,high_opac_v,Valid,51.0,150.0,0.0,0.0,51
151,25,low_opac_v,Valid,51.0,151.0,0.0,0.0,51
152,25,low_opac_i,Invalid,51.0,152.0,1.0,1.0,51
153,25,high_opac_v,Valid,52.0,153.0,0.4026670503059159,1.0,52
154,25,low_opac_v,Valid,52.0,154.0,0.6364269641679408,1.0,52
155,25,low_opac_i,Invalid,52.0,155.0,1.0,1.0,52
156,25,low_opac_v,Valid,53.0,156.0,0.6344260268522297,1.0,53
157,25,low_opac_i,Invalid,53.0,157.0,1.0,1.0,53
158,25,high_opac_v,Valid,53.0,158.0,0.4009387176718808,1.0,53
159,25,high_opac_v,Valid,54.0,159.0,0.0,0.0,54
160,25,low_opac_v,Valid,54.0,160.0,0.632341490153304,1.0,54
161,25,low_opac_i,Invalid,54.0,161.0,0.0,0.0,54
162,25,high_opac_v,Valid,55.0,162.0,0.0,0.0,55
163,25,low_opac_i,Invalid,55.0,163.0,1.0,1.0,55
164,25,low_opac_v,Valid,55.0,164.0,0.6303156073323934,1.0,55
165,25,low_opac_i,Invalid,56.0,165.0,0.0,0.0,56
166,25,high_opac_v,Valid,56.0,166.0,0.4126068198063801,1.0,56
167,25,low_opac_v,Valid,56.0,167.0,0.0,0.0,56
168,25,low_opac_i,Invalid,57.0,168.0,0.0,0.0,57
169,25,low_opac_v,Valid,57.0,169.0,0.0,0.0,57
170,25,high_opac_v,Valid,57.0,170.0,0.4110005481663425,1.0,57
171,25,low_opac_v,Valid,58.0,171.0,0.6438444387614553,1.0,58
172,25,low_opac_i,Invalid,58.0,172.0,0.0,0.0,58
173,25,high_opac_v,Valid,58.0,173.0,0.4094183217213123,1.0,58
174,25,high_opac_v,Valid,59.0,174.0,0.4079157102928539,1.0,59
175,25,low_opac_i,Invalid,59.0,175.0,0.0,0.0,59
176,25,low_opac_v,Valid,59.0,176.0,0.6419661797218695,1.0,59
177,25,high_opac_v,Valid,60.0,177.0,0.4064868459467651,1.0,60
178,25,low_opac_i,Invalid,60.0,178.0,0.0,0.0,60
179,25,low_opac_v,Valid,60.0,179.0,0.6401280061543784,1.0,60
180,25,low_opac_i,Invalid,61.0,180.0,1.0,1.0,61
181,25,high_opac_v,Valid,61.0,181.0,0.4051154712619625,1.0,61
182,25,low_opac_v,Valid,61.0,182.0,0.0,0.0,61
183,25,high_opac_v,Valid,62.0,183.0,0.4037872912665505,1.0,62
184,25,low_opac_v,Valid,62.0,184.0,0.6454034408439482,1.0,62
185,25,low_opac_i,Invalid,62.0,185.0,0.0,0.0,62
186,25,low_opac_v,Valid,63.0,186.0,0.0,0.0,63
187,25,low_opac_i,Invalid,63.0,187.0,1.0,1.0,63
188,25,high_opac_v,Valid,63.0,188.0,0.0,0.0,63
189,25,low_opac_v,Valid,64.0,189.0,0.6503280657208239,1.0,64
190,25,high_opac_v,Valid,64.0,190.0,0.0,0.0,64
191,25,low_opac_i,Invalid,64.0,191.0,1.0,1.0,64
192,25,high_opac_v,Valid,65.0,192.0,0.413462648822997,1.0,65
193,25,low_opac_i,Invalid,65.0,193.0,0.0,0.0,65
194,25,low_opac_v,Valid,65.0,194.0,0.0,0.0,65
195,25,low_opac_v,Valid,66.0,195.0,0.0,0.0,66
196,25,low_opac_i,Invalid,66.0,196.0,1.0,1.0,66
197,25,high_opac_v,Valid,66.0,197.0,0.412110325856362,1.0,66
198,25,low_opac_v,Valid,67.0,198.0,0.0,0.0,67
199,25,high_opac_v,Valid,67.0,199.0,0.41077167720574,1.0,67
200,25,low_opac_i,Invalid,67.0,200.0,0.0,0.0,67
201,25,low_opac_v,Valid,68.0,201.0,0.0,0.0,68
202,25,low_opac_i,Invalid,68.0,202.0,0.0,0.0,68
203,25,high_opac_v,Valid,68.0,203.0,0.0,0.0,68
204,25,low_opac_v,Valid,69.0,204.0,0.0,0.0,69
205,25,high_opac_v,Valid,69.0,205.0,0.4146649737044896,1.0,69
206,25,low_opac_i,Invalid,69.0,206.0,1.0,1.0,69
207,25,low_opac_v,Valid,70.0,207.0,0.6809304252940407,1.0,70
208,25,high_opac_v,Valid,70.0,208.0,0.4134000417151821,1.0,70
209,25,low_opac_i,Invalid,70.0,209.0,0.0,0.0,70
210,25,low_opac_i,Invalid,71.0,210.0,0.0,0.0,71
211,25,low_opac_v,Valid,71.0,211.0,0.6793375193814988,1.0,71
212,25,high_opac_v,Valid,71.0,212.0,0.4121561781730365,1.0,71
213,25,high_opac_v,Valid,72.0,213.0,0.4109223506531069,1.0,72
214,25,low_opac_v,Valid,72.0,214.0,0.0,0.0,72
215,25,low_opac_i,Invalid,72.0,215.0,1.0,1.0,72
216,25,high_opac_v,Valid,73.0,216.0,0.4096916921580428,1.0,73
217,25,low_opac_v,Valid,73.0,217.0,0.6840335759093847,1.0,73
218,25,low_opac_i,Invalid,73.0,218.0,1.0,1.0,73
219,25,low_opac_i,Invalid,74.0,219.0,0.0,1.0,74
220,25,low_opac_v,Valid,74.0,220.0,0.6825353307027495,1.0,74
221,25,high_opac_v,Valid,74.0,221.0,0.4085078838956379,1.0,74
222,25,high_opac_v,Valid,75.0,222.0,0.0,0.0,75
223,25,low_opac_v,Valid,75.0,223.0,0.0,0.0,75
224,25,low_opac_i,Invalid,75.0,224.0,1.0,1.0,75
0,26,low_opac_v,Valid,1.0,0.0,0.0,1.0,1
1,26,high_opac_v,Valid,1.0,1.0,0.01,0.0,1
2,26,low_opac_i,Invalid,1.0,2.0,0.0,1.0,1
3,26,low_opac_i,Invalid,2.0,3.0,0.01,0.0,2
4,26,low_opac_v,Valid,2.0,4.0,0.01,0.0,2
5,26,high_opac_v,Valid,2.0,5.0,1.0,1.0,2
6,26,low_opac_i,Invalid,3.0,6.0,0.3144098688205103,1.0,3
7,26,high_opac_v,Valid,3.0,7.0,0.0,1.0,3
8,26,low_opac_v,Valid,3.0,8.0,0.0,1.0,3
9,26,low_opac_v,Valid,4.0,9.0,0.2356115953941183,1.0,4
10,26,low_opac_i,Invalid,4.0,10.0,0.0,1.0,4
11,26,high_opac_v,Valid,4.0,11.0,0.4166206758936774,1.0,4
12,26,low_opac_v,Valid,5.0,12.0,0.1841780991895161,1.0,5
13,26,high_opac_v,Valid,5.0,13.0,0.0,0.0,5
14,26,low_opac_i,Invalid,5.0,14.0,0.0,1.0,5
15,26,high_opac_v,Valid,6.0,15.0,0.4713970668555294,1.0,6
16,26,low_opac_v,Valid,6.0,16.0,0.14081453445857,1.0,6
17,26,low_opac_i,Invalid,6.0,17.0,0.14081453445857,1.0,6
18,26,low_opac_i,Invalid,7.0,18.0,0.1041076461341052,1.0,7
19,26,high_opac_v,Valid,7.0,19.0,0.4344996965266584,1.0,7
20,26,low_opac_v,Valid,7.0,20.0,0.1041076461341052,1.0,7
21,26,low_opac_v,Valid,8.0,21.0,0.0,0.0,8
22,26,high_opac_v,Valid,8.0,22.0,0.4066614024998842,1.0,8
23,26,low_opac_i,Invalid,8.0,23.0,0.0693977005055356,1.0,8
24,26,high_opac_v,Valid,9.0,24.0,0.3854652888161659,1.0,9
25,26,low_opac_i,Invalid,9.0,25.0,0.0356283259400134,0.0,9
26,26,low_opac_v,Valid,9.0,26.0,0.0,1.0,9
27,26,high_opac_v,Valid,10.0,27.0,0.0,1.0,10
28,26,low_opac_i,Invalid,10.0,28.0,0.1210934804358155,1.0,10
29,26,low_opac_v,Valid,10.0,29.0,0.0,0.0,10
30,26,low_opac_i,Invalid,11.0,30.0,0.1073211684654084,1.0,11
31,26,low_opac_v,Valid,11.0,31.0,0.1850004704423749,1.0,11
32,26,high_opac_v,Valid,11.0,32.0,0.0,0.0,11
33,26,low_opac_i,Invalid,12.0,33.0,0.0,0.0,12
34,26,high_opac_v,Valid,12.0,34.0,0.4005392091300178,1.0,12
35,26,low_opac_v,Valid,12.0,35.0,0.1746802177631667,1.0,12
36,26,low_opac_v,Valid,13.0,36.0,0.1647563941619319,1.0,13
37,26,low_opac_i,Invalid,13.0,37.0,0.1357823232046386,1.0,13
38,26,high_opac_v,Valid,13.0,38.0,0.0,0.0,13
39,26,low_opac_i,Invalid,14.0,39.0,0.0,0.0,14
40,26,high_opac_v,Valid,14.0,40.0,0.4251454082301776,1.0,14
41,26,low_opac_v,Valid,14.0,41.0,0.1557689140282926,1.0,14
42,26,high_opac_v,Valid,15.0,42.0,0.0,0.0,15
43,26,low_opac_i,Invalid,15.0,43.0,0.1581118766882249,1.0,15
44,26,low_opac_v,Valid,15.0,44.0,0.0,0.0,15
45,26,low_opac_v,Valid,16.0,45.0,0.0,0.0,16
46,26,low_opac_i,Invalid,16.0,46.0,0.1510294233838408,1.0,16
47,26,high_opac_v,Valid,16.0,47.0,0.0,0.0,16
48,26,low_opac_v,Valid,17.0,48.0,0.2015646806824028,1.0,17
49,26,high_opac_v,Valid,17.0,49.0,0.473543359585365,1.0,17
50,26,low_opac_i,Invalid,17.0,50.0,0.0,0.0,17
51,26,high_opac_v,Valid,18.0,51.0,0.4668642196776942,1.0,18
52,26,low_opac_v,Valid,18.0,52.0,0.195543384159244,1.0,18
53,26,low_opac_i,Invalid,18.0,53.0,0.0,1.0,18
54,26,low_opac_i,Invalid,19.0,54.0,0.0,0.0,19
55,26,high_opac_v,Valid,19.0,55.0,0.0,1.0,19
56,26,low_opac_v,Valid,19.0,56.0,0.0,1.0,19
57,26,low_opac_i,Invalid,20.0,57.0,0.0,0.0,20
58,26,high_opac_v,Valid,20.0,58.0,0.0,1.0,20
59,26,low_opac_v,Valid,20.0,59.0,0.0,1.0,20
60,26,low_opac_v,Valid,21.0,60.0,0.0,1.0,21
61,26,low_opac_i,Invalid,21.0,61.0,0.2015472902372826,0.0,21
62,26,high_opac_v,Valid,21.0,62.0,0.4505166534628202,1.0,21
63,26,high_opac_v,Valid,22.0,63.0,0.0,1.0,22
64,26,low_opac_i,Invalid,22.0,64.0,0.0,1.0,22
65,26,low_opac_v,Valid,22.0,65.0,0.1757220302398988,1.0,22
66,26,low_opac_i,Invalid,23.0,66.0,0.2155245148535318,1.0,23
67,26,low_opac_v,Valid,23.0,67.0,0.1715073450343525,1.0,23
68,26,high_opac_v,Valid,23.0,68.0,0.0,0.0,23
69,26,low_opac_i,Invalid,24.0,69.0,0.2113875419678645,1.0,24
70,26,low_opac_v,Valid,24.0,70.0,0.167253689649897,1.0,24
71,26,high_opac_v,Valid,24.0,71.0,0.458207198707428,1.0,24
72,26,low_opac_v,Valid,25.0,72.0,0.1633669788468807,1.0,25
73,26,low_opac_i,Invalid,25.0,73.0,0.0,0.0,25
74,26,high_opac_v,Valid,25.0,74.0,0.4542013766797813,1.0,25
75,26,low_opac_i,Invalid,26.0,75.0,0.0,0.0,26
76,26,low_opac_v,Valid,26.0,76.0,0.1594065513391437,1.0,26
77,26,high_opac_v,Valid,26.0,77.0,0.4501712293242683,0.0,26
78,26,high_opac_v,Valid,27.0,78.0,0.4649193711703444,1.0,27
79,26,low_opac_i,Invalid,27.0,79.0,0.2374719453126059,1.0,27
80,26,low_opac_v,Valid,27.0,80.0,0.1557324442966497,0.0,27
81,26,high_opac_v,Valid,28.0,81.0,0.0,1.0,28
82,26,low_opac_i,Invalid,28.0,82.0,0.0,1.0,28
83,26,low_opac_v,Valid,28.0,83.0,0.1702618174319923,1.0,28
84,26,high_opac_v,Valid,29.0,84.0,0.0,1.0,29
85,26,low_opac_v,Valid,29.0,85.0,0.0,1.0,29
86,26,low_opac_i,Invalid,29.0,86.0,0.2304016923127491,1.0,29
87,26,high_opac_v,Valid,30.0,87.0,0.454650174167139,1.0,30
88,26,low_opac_v,Valid,30.0,88.0,0.0,0.0,30
89,26,low_opac_i,Invalid,30.0,89.0,0.0,1.0,30
90,26,high_opac_v,Valid,31.0,90.0,0.4514239272063072,1.0,31
91,26,low_opac_i,Invalid,31.0,91.0,0.0,1.0,31
92,26,low_opac_v,Valid,31.0,92.0,0.0,1.0,31
93,26,low_opac_i,Invalid,32.0,93.0,0.2209393713088395,1.0,32
94,26,high_opac_v,Valid,32.0,94.0,0.4483577591718808,1.0,32
95,26,low_opac_v,Valid,32.0,95.0,0.0,1.0,32
96,26,low_opac_v,Valid,33.0,96.0,0.1701479412300649,1.0,33
97,26,high_opac_v,Valid,33.0,97.0,0.4455145285853374,1.0,33
98,26,low_opac_i,Invalid,33.0,98.0,0.2179909851221805,1.0,33
99,26,high_opac_v,Valid,34.0,99.0,0.4428395686060667,1.0,34
100,26,low_opac_v,Valid,34.0,100.0,0.0,1.0,34
101,26,low_opac_i,Invalid,34.0,101.0,0.0,1.0,34
102,26,low_opac_v,Valid,35.0,102.0,0.1648321162354891,1.0,35
103,26,low_opac_i,Invalid,35.0,103.0,0.2126889529813314,1.0,35
104,26,high_opac_v,Valid,35.0,104.0,0.0,0.0,35
105,26,low_opac_i,Invalid,36.0,105.0,0.2099980702451905,1.0,36
106,26,low_opac_v,Valid,36.0,106.0,0.1621758888666097,1.0,36
107,26,high_opac_v,Valid,36.0,107.0,0.0,1.0,36
108,26,low_opac_i,Invalid,37.0,108.0,0.2074546429198754,1.0,37
109,26,high_opac_v,Valid,37.0,109.0,0.4480986790636018,1.0,37
110,26,low_opac_v,Valid,37.0,110.0,0.0,1.0,37
111,26,low_opac_i,Invalid,38.0,111.0,0.0,1.0,38
112,26,high_opac_v,Valid,38.0,112.0,0.0,1.0,38
113,26,low_opac_v,Valid,38.0,113.0,0.1571623999832535,0.0,38
114,26,low_opac_i,Invalid,39.0,114.0,0.0,1.0,39
115,26,low_opac_v,Valid,39.0,115.0,0.0,1.0,39
116,26,high_opac_v,Valid,39.0,116.0,0.4434429219345628,1.0,39
117,26,low_opac_i,Invalid,40.0,117.0,0.0,1.0,40
118,26,low_opac_v,Valid,40.0,118.0,0.0,1.0,40
119,26,high_opac_v,Valid,40.0,119.0,0.0,1.0,40
120,26,high_opac_v,Valid,41.0,120.0,0.4387580893978633,1.0,41
121,26,low_opac_v,Valid,41.0,121.0,0.1624891666182561,1.0,41
122,26,low_opac_i,Invalid,41.0,122.0,0.1981333453781924,1.0,41
123,26,high_opac_v,Valid,42.0,123.0,0.4365861083072402,1.0,42
124,26,low_opac_v,Valid,42.0,124.0,0.1602768427504656,1.0,42
125,26,low_opac_i,Invalid,42.0,125.0,0.1959804556653875,1.0,42
126,26,high_opac_v,Valid,43.0,126.0,0.0,0.0,43
127,26,low_opac_i,Invalid,43.0,127.0,0.1939322782069833,1.0,43
128,26,low_opac_v,Valid,43.0,128.0,0.1581373263830003,1.0,43
129,26,low_opac_v,Valid,44.0,129.0,0.1561205617265079,1.0,44
130,26,low_opac_i,Invalid,44.0,130.0,0.1917795431452841,1.0,44
131,26,high_opac_v,Valid,44.0,131.0,0.0,0.0,44
132,26,low_opac_v,Valid,45.0,132.0,0.0,1.0,45
133,26,low_opac_i,Invalid,45.0,133.0,0.0,1.0,45
134,26,high_opac_v,Valid,45.0,134.0,0.0,1.0,45
135,26,low_opac_i,Invalid,46.0,135.0,0.0,1.0,46
136,26,low_opac_v,Valid,46.0,136.0,0.1521690518528212,1.0,46
137,26,high_opac_v,Valid,46.0,137.0,0.4488072531515239,1.0,46
138,26,low_opac_i,Invalid,47.0,138.0,0.0,1.0,47
139,26,high_opac_v,Valid,47.0,139.0,0.0,1.0,47
140,26,low_opac_v,Valid,47.0,140.0,0.150181277635668,1.0,47
141,26,low_opac_v,Valid,48.0,141.0,0.1482456084328067,1.0,48
142,26,high_opac_v,Valid,48.0,142.0,0.4451315230747441,1.0,48
143,26,low_opac_i,Invalid,48.0,143.0,0.0,1.0,48
144,26,low_opac_v,Valid,49.0,144.0,0.1464132723305531,1.0,49
145,26,low_opac_i,Invalid,49.0,145.0,0.1819876334228004,1.0,49
146,26,high_opac_v,Valid,49.0,146.0,0.4434081499332135,1.0,49
147,26,low_opac_i,Invalid,50.0,147.0,0.18008775973794,1.0,50
148,26,high_opac_v,Valid,50.0,148.0,0.441579293238961,1.0,50
149,26,low_opac_v,Valid,50.0,149.0,0.144659754945958,1.0,50
150,26,low_opac_i,Invalid,51.0,150.0,0.1782384955480755,1.0,51
151,26,low_opac_v,Valid,51.0,151.0,0.0,0.0,51
152,26,high_opac_v,Valid,51.0,152.0,0.4397762172614005,1.0,51
153,26,low_opac_i,Invalid,52.0,153.0,0.0,1.0,52
154,26,high_opac_v,Valid,52.0,154.0,0.43804186252513,1.0,52
155,26,low_opac_v,Valid,52.0,155.0,0.0,1.0,52
156,26,low_opac_i,Invalid,53.0,156.0,0.0,1.0,53
157,26,high_opac_v,Valid,53.0,157.0,0.0,1.0,53
158,26,low_opac_v,Valid,53.0,158.0,0.0,1.0,53
159,26,high_opac_v,Valid,54.0,159.0,0.4348191818144504,1.0,54
160,26,low_opac_i,Invalid,54.0,160.0,0.0,1.0,54
161,26,low_opac_v,Valid,54.0,161.0,0.1464996555737641,1.0,54
162,26,low_opac_v,Valid,55.0,162.0,0.0,1.0,55
163,26,low_opac_i,Invalid,55.0,163.0,0.1713007715535636,1.0,55
164,26,high_opac_v,Valid,55.0,164.0,0.0,1.0,55
165,26,high_opac_v,Valid,56.0,165.0,0.0,1.0,56
166,26,low_opac_i,Invalid,56.0,166.0,0.1695773036720595,1.0,56
167,26,low_opac_v,Valid,56.0,167.0,0.0,1.0,56
168,26,low_opac_v,Valid,57.0,168.0,0.1416538982855329,1.0,57
169,26,low_opac_i,Invalid,57.0,169.0,0.0,1.0,57
170,26,high_opac_v,Valid,57.0,170.0,0.0,1.0,57
171,26,high_opac_v,Valid,58.0,171.0,0.0,1.0,58
172,26,low_opac_i,Invalid,58.0,172.0,0.1663233439321375,0.0,58
173,26,low_opac_v,Valid,58.0,173.0,0.140043887353199,0.0,58
174,26,low_opac_i,Invalid,59.0,174.0,0.0,1.0,59
175,26,high_opac_v,Valid,59.0,175.0,0.4268408070262577,1.0,59
176,26,low_opac_v,Valid,59.0,176.0,0.14630898428986,0.0,59
177,26,low_opac_v,Valid,60.0,177.0,0.0,1.0,60
178,26,low_opac_i,Invalid,60.0,178.0,0.1715061609422459,1.0,60
179,26,high_opac_v,Valid,60.0,179.0,0.0,1.0,60
180,26,high_opac_v,Valid,61.0,180.0,0.4240163004104493,1.0,61
181,26,low_opac_v,Valid,61.0,181.0,0.0,1.0,61
182,26,low_opac_i,Invalid,61.0,182.0,0.0,1.0,61
183,26,high_opac_v,Valid,62.0,183.0,0.4225345911716088,1.0,62
184,26,low_opac_v,Valid,62.0,184.0,0.1496595716596432,1.0,62
185,26,low_opac_i,Invalid,62.0,185.0,0.1684329359712832,1.0,62
186,26,low_opac_v,Valid,63.0,186.0,0.1482478864487066,1.0,63
187,26,high_opac_v,Valid,63.0,187.0,0.4210703373854687,1.0,63
188,26,low_opac_i,Invalid,63.0,188.0,0.0,1.0,63
189,26,high_opac_v,Valid,64.0,189.0,0.0,1.0,64
190,26,low_opac_i,Invalid,64.0,190.0,0.1655917611535967,1.0,64
191,26,low_opac_v,Valid,64.0,191.0,0.1469009368717029,1.0,64
192,26,low_opac_v,Valid,65.0,192.0,0.1456049007311204,1.0,65
193,26,low_opac_i,Invalid,65.0,193.0,0.1642415097998161,1.0,65
194,26,high_opac_v,Valid,65.0,194.0,0.4181936426978465,1.0,65
195,26,low_opac_v,Valid,66.0,195.0,0.1443474585991483,1.0,66
196,26,high_opac_v,Valid,66.0,196.0,0.4168416337013242,1.0,66
197,26,low_opac_i,Invalid,66.0,197.0,0.0,1.0,66
198,26,high_opac_v,Valid,67.0,198.0,0.4155392868278428,1.0,67
199,26,low_opac_v,Valid,67.0,199.0,0.0,1.0,67
200,26,low_opac_i,Invalid,67.0,200.0,0.1613774166936617,1.0,67
201,26,high_opac_v,Valid,68.0,201.0,0.4142743032774222,1.0,68
202,26,low_opac_v,Valid,68.0,202.0,0.1416821634879094,0.0,68
203,26,low_opac_i,Invalid,68.0,203.0,0.0,1.0,68
204,26,low_opac_i,Invalid,69.0,204.0,0.0,1.0,69
205,26,low_opac_v,Valid,69.0,205.0,0.1468061875854951,1.0,69
206,26,high_opac_v,Valid,69.0,206.0,0.0,1.0,69
207,26,high_opac_v,Valid,70.0,207.0,0.4115876074769709,1.0,70
208,26,low_opac_v,Valid,70.0,208.0,0.1456168955172384,1.0,70
209,26,low_opac_i,Invalid,70.0,209.0,0.1572132680959903,1.0,70
210,26,low_opac_i,Invalid,71.0,210.0,0.0,1.0,71
211,26,low_opac_v,Valid,71.0,211.0,0.0,1.0,71
212,26,high_opac_v,Valid,71.0,212.0,0.4102545208761674,1.0,71
213,26,high_opac_v,Valid,72.0,213.0,0.4089265804465392,1.0,72
214,26,low_opac_v,Valid,72.0,214.0,0.1432269114134252,1.0,72
215,26,low_opac_i,Invalid,72.0,215.0,0.1546714564349919,1.0,72
216,26,low_opac_v,Valid,73.0,216.0,0.1420076940213905,1.0,73
217,26,high_opac_v,Valid,73.0,217.0,0.4076554360181046,1.0,73
218,26,low_opac_i,Invalid,73.0,218.0,0.0,0.0,73
219,26,high_opac_v,Valid,74.0,219.0,0.4064335127738624,1.0,74
220,26,low_opac_i,Invalid,74.0,220.0,0.1584579958008345,1.0,74
221,26,low_opac_v,Valid,74.0,221.0,0.0,1.0,74
222,26,low_opac_v,Valid,75.0,222.0,0.0,0.0,75
223,26,high_opac_v,Valid,75.0,223.0,0.4052499055452459,1.0,75
224,26,low_opac_i,Invalid,75.0,224.0,0.1572276178808989,0.0,75
0,29,low_opac_i,Invalid,1.0,0.0,0.0,1.0,1
1,29,high_opac_v,Valid,1.0,1.0,0.0,0.0,1
2,29,low_opac_v,Valid,1.0,2.0,0.0,1.0,1
3,29,high_opac_v,Valid,2.0,3.0,1.0,1.0,2
4,29,low_opac_i,Invalid,2.0,4.0,0.0,1.0,2
5,29,low_opac_v,Valid,2.0,5.0,0.01,1.0,2
6,29,high_opac_v,Valid,3.0,6.0,0.6092784667527542,1.0,3
7,29,low_opac_i,Invalid,3.0,7.0,0.0,1.0,3
8,29,low_opac_v,Valid,3.0,8.0,0.0,1.0,3
9,29,high_opac_v,Valid,4.0,9.0,0.0,1.0,4
10,29,low_opac_i,Invalid,4.0,10.0,0.0,1.0,4
11,29,low_opac_v,Valid,4.0,11.0,0.01,1.0,4
12,29,low_opac_i,Invalid,5.0,12.0,0.0,1.0,5
13,29,high_opac_v,Valid,5.0,13.0,0.3073330120243674,1.0,5
14,29,low_opac_v,Valid,5.0,14.0,0.01,0.0,5
15,29,low_opac_v,Valid,6.0,15.0,0.0,1.0,6
16,29,low_opac_i,Invalid,6.0,16.0,0.0,1.0,6
17,29,high_opac_v,Valid,6.0,17.0,0.0,1.0,6
18,29,low_opac_v,Valid,7.0,18.0,0.0,1.0,7
19,29,low_opac_i,Invalid,7.0,19.0,0.01,0.0,7
20,29,high_opac_v,Valid,7.0,20.0,0.0,1.0,7
21,29,low_opac_v,Valid,8.0,21.0,0.0,1.0,8
22,29,low_opac_i,Invalid,8.0,22.0,0.0,1.0,8
23,29,high_opac_v,Valid,8.0,23.0,0.1345929095757217,1.0,8
24,29,low_opac_v,Valid,9.0,24.0,0.01,0.0,9
25,29,low_opac_i,Invalid,9.0,25.0,0.0,1.0,9
26,29,high_opac_v,Valid,9.0,26.0,0.0,1.0,9
27,29,low_opac_i,Invalid,10.0,27.0,0.01,0.0,10
28,29,high_opac_v,Valid,10.0,28.0,0.0,1.0,10
29,29,low_opac_v,Valid,10.0,29.0,0.0276257905410167,1.0,10
30,29,low_opac_v,Valid,11.0,30.0,0.0159603954684364,1.0,11
