trials.label,trials.startVal,trials.maxVal,trials.minVal,trials.startValSd,trials.pthreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.stepSize,trials.range,trials.cue,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepType,trials.intensity,signalOpacity,level,trials.response,stair_eye_ok,nTrial,position,validity,Stimulus,orientation,response_key,response_rt,response_correct,confidence,confidence_rt,eye_ok,trial_rep,participant,session,date,expName,psychopyVersion,
,,,,,,,,,,,,,,,,,,,,,,,40,2274,Invalid,noise,0,2,2750.9586456000106,1,3.0,2.3952846999745816,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,42,-1716,Valid,signal,0,1,2754.1582065999974,1,3.0,2.0294665999826975,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,44,-1716,Invalid,signal,0,1,2757.2631727000116,1,3.0,2.1126542999991216,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,46,1716,Valid,signal,0,1,2760.17382799997,1,3.0,1.8955884000170045,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,48,-1716,Valid,noise,0,2,2763.229914699972,1,3.0,1.9958732000086457,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,50,1716,Valid,signal,0,1,2766.1910474000033,1,3.0,1.9626764999702573,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,52,-2274,Valid,noise,0,2,2769.294833699998,1,3.0,2.0793750999728218,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,54,-1158,Valid,signal,0,1,2772.23799579998,1,3.0,2.0794593000318855,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,56,-2274,Valid,signal,0,1,2775.470257100009,1,3.0,2.2963566000107676,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,58,-1716,Valid,signal,0,1,2778.814954600006,1,3.0,2.0788610000163317,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,60,557,Valid,signal,0,2,2781.8225078000105,0,3.0,1.9961527999839745,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,62,-1158,Valid,noise,0,2,2784.814082900004,1,3.0,2.0130587000166997,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,64,557,Invalid,signal,0,2,2787.7427986999974,0,3.0,1.9120343999820761,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,66,1158,Valid,signal,0,1,2790.7185549999704,1,3.0,1.9459851999999955,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,68,1716,Valid,noise,0,2,2793.613888699969,1,3.0,1.8952789999893866,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,70,2274,Valid,noise,0,2,2796.590010099986,1,3.0,1.9629304999834858,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,72,2274,Valid,signal,0,2,2799.5510644000024,0,3.0,2.012556100031361,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,74,1716,Invalid,noise,0,2,2802.4624197999947,1,3.0,1.929191200004425,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,76,1716,Invalid,signal,0,1,2805.439280999999,1,3.0,1.9794001000118442,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,78,-557,Valid,signal,0,2,2808.5265918999794,0,3.0,2.011957500013523,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,80,-2274,Valid,signal,0,2,2811.454892699956,0,3.0,2.0126168999704532,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,82,-557,Valid,noise,0,2,2814.4298737999634,1,3.0,1.8794093999895267,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,84,1716,Invalid,signal,0,1,2817.3750186999678,1,3.0,1.946127399976831,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,86,557,Valid,noise,0,2,2820.159261599998,1,3.0,1.8122915999847464,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,88,1716,Valid,noise,0,2,2823.150302299997,1,3.0,1.9954257999779657,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,90,-2274,Valid,signal,0,2,2826.1270993999788,0,3.0,1.9128529999870807,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,92,557,Valid,noise,0,2,2828.831081499986,1,3.0,1.795630100008566,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,94,-557,Invalid,signal,0,2,2831.6146024999907,0,3.0,1.7630078999791294,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,96,557,Valid,signal,0,2,2834.478080199973,0,3.0,1.8452216999721713,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,98,1158,Invalid,signal,0,1,2837.61488790001,1,3.0,2.07989130000351,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,100,1716,Valid,noise,0,2,2840.6551916999742,1,3.0,2.0455591999925673,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,102,-1158,Valid,signal,0,1,2843.694384099974,1,3.0,2.0292311999946833,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,104,1716,Valid,signal,0,1,2846.702751900011,1,3.0,2.012722399958875,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,106,1716,Valid,noise,0,1,2849.758115399978,0,3.0,2.095594800019171,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,108,-557,Valid,noise,0,1,2852.8622055999585,0,3.0,2.1298008000012487,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,110,1716,Valid,signal,0,1,2855.9018402000074,1,3.0,1.9625832999590784,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,112,-2274,Valid,signal,0,2,2858.9271038000006,0,2.0,2.0289501999504864,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,114,-1716,Valid,signal,0,1,2862.271019899985,1,3.0,2.596239499980584,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,116,-2274,Valid,noise,0,2,2865.4863199999672,1,3.0,1.9129824999836273,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,118,-2274,Valid,noise,0,2,2868.43017409998,1,3.0,1.9958548999857157,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,120,-2274,Valid,noise,0,2,2871.2782214999897,1,3.0,1.8288003000197932,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,122,-1716,Invalid,noise,0,2,2874.2229462999967,1,3.0,1.8955264000105672,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,124,-557,Invalid,noise,0,2,2877.087056999968,1,3.0,1.9128654000232928,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,126,2274,Valid,signal,0,2,2880.0307428999804,0,3.0,1.9127173000015318,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,128,-2274,Valid,noise,0,2,2882.895086399978,1,3.0,1.8951779000344686,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,130,2274,Valid,signal,0,2,2885.694719299965,0,3.0,1.7960129999555647,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,132,-2274,Invalid,noise,0,2,2888.510123599961,1,3.0,1.8126805999781936,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,134,-1716,Valid,noise,0,2,2891.4541919999756,1,3.0,1.8790628000278957,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,136,2274,Valid,noise,0,2,2894.2381900000037,1,3.0,1.7791797000099905,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,138,2274,Valid,noise,0,2,2897.1664534999873,1,3.0,1.9125024999957532,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,140,-1158,Valid,noise,0,2,2900.398064400011,1,3.0,2.3296477999538183,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,142,2274,Valid,signal,0,2,2903.3112696000026,0,3.0,2.029077600047458,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,144,-1158,Valid,signal,0,1,2906.4945861999877,1,3.0,1.9628398999921046,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,146,-1158,Valid,noise,0,2,2909.550277800008,1,3.0,2.029831000021659,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,148,-557,Valid,signal,0,1,2912.4618926999974,1,3.0,1.9780198000371456,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,150,557,Valid,noise,0,2,2915.3418730999692,1,3.0,2.046248300001025,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,152,557,Valid,noise,0,2,2918.3181197000085,1,3.0,1.8629843999515288,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,154,1158,Invalid,noise,0,2,2921.326605200011,1,3.0,1.9458549999981187,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,156,1158,Valid,noise,0,2,2929.4228678999934,1,3.0,7.464431400003377,True,4,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,158,1716,Valid,noise,0,2,2932.767135399976,1,3.0,1.9455943999928422,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,160,-2274,Valid,signal,0,2,2935.582038499997,0,3.0,1.8458868999732658,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,162,-1716,Valid,signal,0,1,2938.6070545999683,1,3.0,1.9292948999791406,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,164,-557,Valid,noise,0,2,2941.5348670000094,1,3.0,1.9790294000413269,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,166,-1158,Valid,signal,0,1,2944.590926899982,1,3.0,2.0289194000069983,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,168,1158,Valid,signal,0,1,2947.5661963999737,1,3.0,1.9798351000063121,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,170,-1716,Valid,noise,0,2,2950.703272499959,1,3.0,2.161770400009118,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,172,-557,Valid,noise,0,2,2953.694490999973,1,3.0,1.945829699980095,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,174,-1716,Valid,noise,0,2,2956.6708290000097,1,3.0,2.079418999957852,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,176,-557,Valid,signal,0,2,2959.789999099972,0,3.0,1.9795833000098355,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,178,557,Valid,noise,0,2,2962.6709830999607,1,3.0,1.8787971999845468,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,180,-2274,Valid,signal,0,2,2965.83905509999,0,3.0,2.1631547999568284,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,182,1716,Valid,noise,0,2,2968.766680200002,1,3.0,1.962228300049901,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,184,-1716,Valid,noise,0,2,2971.9351185999694,1,3.0,2.1627005000482313,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,186,557,Valid,signal,0,2,2974.8311280999915,0,3.0,1.9292589999968186,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,188,1716,Valid,noise,0,2,2977.886783199967,1,3.0,2.16243059997214,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,190,1716,Valid,signal,0,1,2981.23008389998,1,3.0,2.1793086999678053,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,192,-1158,Valid,noise,0,2,2984.286873199977,1,3.0,2.1793884999933653,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,194,2274,Valid,signal,0,2,2987.503043100005,0,3.0,2.0964170999941416,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,196,1158,Valid,noise,0,2,2990.511117999966,1,3.0,2.0289875000016764,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,198,1158,Valid,noise,0,2,2993.295154899999,1,3.0,1.8791715999832377,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,200,1716,Valid,signal,0,1,2996.5582427000045,1,3.0,2.079414799984079,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,202,-2274,Valid,signal,0,2,2999.791229299968,0,3.0,2.2627262999885716,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,204,557,Valid,noise,0,2,3002.718760699965,1,3.0,1.9292368000023998,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,206,557,Invalid,signal,0,2,3005.6620896999957,0,3.0,1.8964171999832615,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,208,2274,Valid,noise,0,2,3008.510310999991,1,3.0,1.845637499995064,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,210,-1158,Valid,noise,0,2,3011.358489300008,1,3.0,1.8455502000288107,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,212,1158,Valid,signal,0,1,3014.2391938999644,1,3.0,1.912577599985525,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,214,-557,Valid,noise,0,2,3017.166806399997,1,3.0,1.8631817999994382,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,216,-557,Valid,signal,0,2,3021.8698855999974,0,3.0,3.8625146000413224,True,2,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,218,-2274,Valid,noise,0,2,3024.9580130999675,1,3.0,2.0626557000214234,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,220,-557,Valid,signal,0,2,3027.725982700009,0,3.0,1.7292300999979489,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,222,-1158,Valid,signal,0,1,3030.735170900007,1,3.0,1.9454709999845363,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,224,-1716,Valid,noise,0,2,3033.678680299956,1,3.0,1.8630043000448495,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,226,-2274,Invalid,signal,0,2,3036.6069239999633,0,3.0,1.9627379999728873,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,228,-2274,Valid,noise,0,2,3039.4065513999667,1,3.0,1.8286047999863513,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,230,-1716,Valid,noise,0,2,3042.286955299962,1,3.0,1.8957116999663413,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,232,557,Valid,signal,0,2,3045.278303499974,0,3.0,2.0796197000308894,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,234,1158,Valid,noise,0,2,3048.4463579999865,1,3.0,2.130015700007789,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,236,-557,Valid,signal,0,2,3051.3264827000094,0,3.0,1.9618911999859847,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,238,-2274,Invalid,noise,0,2,3054.4460805999697,1,3.0,1.9623349999892525,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,240,-557,Invalid,noise,0,2,3057.166910399974,1,3.0,1.6957158999866806,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,242,-557,Valid,signal,0,2,3060.7670895999763,0,3.0,2.9468434000154957,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,244,-1158,Invalid,signal,0,1,3064.142989999964,1,3.0,2.0121374999871477,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,246,-557,Valid,noise,0,2,3066.9743704999564,1,3.0,1.8455611999961548,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,248,-1158,Invalid,noise,0,2,3069.9179504999775,1,3.0,2.04615119996015,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,250,-1158,Invalid,signal,0,1,3073.038738399977,1,3.0,2.0125857000239193,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,252,-1716,Valid,signal,0,1,3076.3352742000134,1,3.0,2.3965484000509605,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,254,-557,Valid,noise,0,2,3079.29405029997,1,3.0,1.961963600013405,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,256,2274,Invalid,noise,0,2,3082.4952077000053,1,3.0,2.1292355000041425,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,258,1716,Valid,signal,0,1,3085.453927499999,1,3.0,1.9622847000136971,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,260,1716,Valid,noise,0,2,3088.4789673999767,1,3.0,2.0296502000419423,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,262,-1716,Valid,noise,0,2,3091.5669190000044,1,3.0,2.195217600034084,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,264,2274,Valid,noise,0,2,3094.7990589999827,1,3.0,2.0133954000193626,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,266,-1716,Valid,signal,0,1,3097.903303099971,1,3.0,2.0621000999817625,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,268,-1158,Valid,signal,0,1,3100.7662965999916,1,3.0,1.9954380000126548,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,270,2274,Valid,signal,0,2,3103.9188117999583,0,3.0,2.0797117999754846,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,272,-1158,Valid,noise,0,2,3107.231201699993,1,3.0,2.295871199981775,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,274,-1716,Valid,noise,0,2,3110.3992112000124,1,3.0,2.2294736999901943,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,276,2274,Valid,noise,0,2,3113.487043900008,1,3.0,2.0120082999928854,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,278,557,Invalid,noise,0,2,3116.4144517999957,1,3.0,1.9292142000049353,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,280,1158,Invalid,signal,0,1,3119.39011149999,1,3.0,1.929498799960129,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,282,1716,Invalid,noise,0,2,3122.3509022999788,1,3.0,1.9790439000353217,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,284,2274,Invalid,signal,0,2,3125.2942809999804,0,3.0,1.912443400011398,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,286,2274,Valid,signal,0,2,3127.934780599957,0,3.0,1.7293665000470355,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,288,-1158,Valid,signal,0,1,3130.9269089999725,1,3.0,1.9126397999934852,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,290,-1716,Invalid,noise,0,1,3133.9824948000023,0,3.0,2.0459354000049643,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,292,1158,Valid,signal,0,1,3136.893993099977,1,3.0,1.895955200016033,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,294,1158,Valid,signal,0,1,3139.7911821999587,1,3.0,1.9288326000096276,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,296,557,Valid,noise,0,2,3142.6864200999844,1,3.0,1.829126600001473,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,298,-1158,Valid,noise,0,2,3145.631353900011,1,3.0,1.9127067000372335,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,300,1158,Valid,noise,0,2,3148.4633713999647,1,3.0,1.8621642999933101,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,302,2274,Invalid,signal,0,2,3151.295066199964,0,3.0,1.8294415000127628,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,304,557,Valid,noise,0,2,3154.109953999985,1,3.0,1.8457990000024438,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,306,557,Valid,signal,0,2,3157.069941099966,0,3.0,2.162639999995008,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,308,-2274,Valid,noise,0,2,3160.477912799979,1,3.0,2.3801662999903783,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,310,2274,Valid,noise,0,2,3163.6149659999646,1,3.0,1.9121934999711812,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,312,2274,Valid,noise,0,2,3166.7030235999846,1,3.0,2.1123629999929108,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,314,1158,Valid,signal,0,1,3169.566141899966,1,3.0,1.8624407000024803,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,316,1716,Valid,noise,0,2,3172.5098973999848,1,3.0,1.862628200033214,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,318,1158,Valid,noise,0,2,3175.518551599991,1,3.0,2.0793515000259504,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
