trials.label,trials.startVal,trials.maxVal,trials.minVal,trials.startValSd,trials.pthreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.stepSize,trials.range,trials.cue,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepType,trials.intensity,signalOpacity,stair_response_correct,level,trials.response,stair_eye_ok,nTrial,position,validity,Stimulus,orientation,response_key,response_rt,response_correct,confidence,confidence_rt,eye_ok,trial_rep,participant,session,date,expName,psychopyVersion,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,71,212,start,lin,0.09164860064641867,0,1,0.09164860064641867,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,72,213,start,lin,0.1792580215684668,0.1792580215684668,1,0.1792580215684668,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,72,214,start,lin,0.12329105924980513,0.12329105924980513,1,0.12329105924980513,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,72,215,start,lin,0.09038091063225684,0,1,0.09038091063225684,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,73,216,start,lin,0.08911686650467998,0,1,0.08911686650467998,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,73,217,start,lin,0.17809204711719623,0.17809204711719623,1,0.17809204711719623,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,73,218,start,lin,0.12204765151857494,0,1,0.12204765151857494,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,74,219,start,lin,0.08790547790716452,0,1,0.08790547790716452,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,74,220,start,lin,0.12081050537638761,0,1,0.12081050537638761,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,74,221,start,lin,0.1769744968389725,0,1,0.1769744968389725,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,75,222,start,lin,0.11957146753658003,0,1,0.11957146753658003,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,75,223,start,lin,0.1758958778518723,0,1,0.1758958778518723,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,75,224,start,lin,0.08674246357109894,0.08674246357109894,1,0.08674246357109894,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,-45,2,5.963643800001591,1,2.0,7.271352999843657,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,45,2,1.718968499917537,0,2.0,3.0293048000894487,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,-45,2,2.2380562000907958,1,3.0,3.5459463000297546,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,45,2,2.3719057000707835,1,3.0,3.6796695000957698,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,45,1,2.1890684999525547,0,2.0,3.496551200048998,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,-45,2,1.871130800107494,1,2.0,3.17899309983477,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,45,1,1.8889152000192553,1,2.0,3.1968125000130385,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,45,2,2.454559300094843,0,2.0,3.7625527000054717,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,45,2,4.389182500075549,0,1.0,5.697239800123498,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Invalid,signal,-45,1,1.971673599909991,1,2.0,3.279424900189042,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,-45,2,4.056147800059989,0,1.0,5.36390439979732,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,-45,2,1.7045747998636216,0,2.0,3.0122301001101732,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,-45,2,2.721661200048402,0,1.0,4.029445900116116,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,45,2,1.572062199935317,1,2.0,2.8798519000411034,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,-45,2,1.6049285000190139,1,2.0,2.9125000999774784,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,-45,2,1.9214999000541866,1,3.0,3.229356899857521,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,-45,2,2.2049447000026703,0,2.0,3.512976699974388,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,45,2,1.8384764001239091,1,2.0,3.1461779999081045,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,-45,2,2.288240199908614,0,3.0,3.596172100165859,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Invalid,noise,-45,2,3.0390508000273257,1,2.0,4.346716900123283,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,-45,2,1.521185199962929,0,2.0,2.829024499980733,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,-45,1,4.355784700019285,0,2.0,5.663671999936923,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,-45,2,5.173178200144321,1,2.0,6.48095400002785,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,45,2,1.6382033000700176,1,4.0,2.9461900000460446,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Invalid,noise,-45,2,2.6888206999283284,1,1.0,3.996615100186318,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,45,2,1.688750799978152,0,2.0,2.99651850014925,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,signal,-45,2,1.954102300107479,0,3.0,3.2620586999692023,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,-45,2,2.1553458999842405,1,2.0,3.462969899876043,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Invalid,signal,-45,1,1.8047305999789387,1,3.0,3.112536699976772,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,45,2,2.139059000182897,0,2.0,3.4467980000190437,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,45,2,1.6545165001880378,1,1.0,2.9627443000208586,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,45,2,1.3882055999711156,1,3.0,2.6960547999478877,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,signal,-45,2,1.6205110000446439,0,3.0,2.9284665999002755,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,-45,2,5.7072089000139385,0,1.0,7.014979799976572,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Invalid,signal,45,2,1.9549384000711143,0,1.0,3.2625287999399006,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Invalid,noise,-45,2,1.654922700021416,1,1.0,2.9626928998623043,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,45,1,1.587806100025773,0,2.0,2.8958255001343787,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,-45,1,1.0381328999064863,1,2.0,2.345895699923858,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,-45,2,1.6883320999331772,1,1.0,2.9960310000460595,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,-45,1,1.2882453999482095,1,3.0,2.5958696000743657,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,-45,1,1.1041200999170542,1,3.0,2.4121157999616116,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,45,2,1.9215739998035133,0,1.0,3.229511500103399,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,45,2,1.471978599904105,1,2.0,2.779789200052619,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,45,2,1.071049700025469,1,2.0,2.378978099906817,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,45,1,2.3556768998969346,1,2.0,3.662966600153595,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Invalid,signal,45,1,1.9878119002096355,1,3.0,3.29553209990263,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,-45,2,1.9219122999347746,0,3.0,3.2295614001341164,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,-45,1,1.1716041001491249,1,3.0,2.4792426000349224,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,45,2,1.6212478000670671,1,3.0,2.929002999793738,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Invalid,noise,45,2,1.7887363000772893,1,1.0,3.09638539981097,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,-45,2,1.3383683001156896,1,1.0,2.6460949999745935,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,-45,2,1.203890100121498,1,2.0,2.512063300004229,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,45,2,1.5884787999093533,0,1.0,2.8962001998443156,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Invalid,signal,-45,2,3.1553713001776487,0,1.0,4.463316100183874,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,45,2,2.788498400012031,1,4.0,4.096232500160113,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,-45,2,1.6213203000370413,1,1.0,2.9293919999618083,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Invalid,noise,-45,2,1.7544148000888526,1,1.0,3.062229899922386,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,45,2,1.8890140999574214,1,2.0,3.1967785998713225,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,45,2,1.271251400001347,1,1.0,2.579106800025329,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,45,2,1.404943599831313,1,2.0,2.7128820000216365,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,45,2,1.588256100192666,1,2.0,2.8961509000509977,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,-45,2,2.037583600031212,0,2.0,3.3457207998726517,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,45,1,1.8551552998833358,0,1.0,3.163179400144145,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,-45,2,1.7550210999324918,1,2.0,3.062887500040233,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,-45,2,1.4377608001232147,1,1.0,2.7455963999964297,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,signal,45,1,1.4056256001349539,1,2.0,2.7133247999008745,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,-45,2,2.0377418999560177,1,2.0,3.345740200020373,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,-45,2,1.1213216001633555,1,1.0,2.4293291999492794,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,-45,2,1.421151400078088,0,1.0,2.729237399995327,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Invalid,signal,45,2,1.737839800072834,0,1.0,3.0457591000013053,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,45,1,1.2550898999907076,1,2.0,2.5628401001449674,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,45,1,0.9542296000290662,1,4.0,2.2623283001594245,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,45,2,1.3381565001327544,1,2.0,2.646162500139326,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,45,1,1.8047510001342744,1,2.0,3.1126109999604523,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,-45,2,3.1893438999541104,0,2.0,4.497259299969301,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Invalid,noise,-45,1,1.8215799001045525,0,2.0,3.1290984000079334,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,-45,1,1.0215956999454647,1,3.0,2.3294273999053985,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Invalid,noise,-45,2,1.7542661000043154,1,1.0,3.062257400015369,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,45,2,2.3879305999726057,0,1.0,3.6962588999886066,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,45,2,1.7214681000914425,1,1.0,3.029415600001812,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,-45,2,1.1554016000591218,1,1.0,2.4631990999914706,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,45,2,1.937479400075972,1,3.0,3.245462599908933,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,-45,2,1.0378245001193136,1,3.0,2.345694800140336,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,-45,2,2.5063224001787603,0,2.0,3.814077700022608,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,45,2,1.3211423999164253,1,2.0,2.628925899975002,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,-45,2,0.9541052998974919,1,3.0,2.2618623001035303,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,45,2,1.6884385000448674,0,1.0,2.9968820000067353,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,45,2,2.0545754998456687,0,1.0,3.36237969994545,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Invalid,signal,-45,1,2.8552709999494255,1,2.0,4.163184199947864,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,45,2,1.204524600179866,1,2.0,2.5124884999822825,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Invalid,noise,-45,2,2.372108899988234,1,1.0,3.679678900167346,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Invalid,noise,-45,2,1.67163040000014,1,2.0,2.9793720000889152,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,-45,2,1.721625000005588,0,1.0,3.0295259999111295,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,45,2,2.2220379998907447,0,1.0,3.529912499943748,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,-45,2,1.4378561000339687,1,2.0,2.745799200143665,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Invalid,signal,45,2,1.8543531999457628,0,1.0,3.1625779001042247,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,45,2,1.204803200205788,1,2.0,2.5126942999195307,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Invalid,signal,-45,1,2.4559059999883175,1,2.0,3.763624400133267,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Invalid,noise,-45,2,2.0212061000056565,1,1.0,3.329147699987516,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,45,1,1.5378451999276876,1,3.0,2.8459205999970436,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,45,2,1.9219457998406142,0,1.0,3.229908399982378,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,-45,2,2.2050880000460893,1,1.0,3.5127550000324845,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,45,2,1.3223963999189436,1,2.0,2.6299528998788446,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,45,1,1.5707841999828815,1,2.0,2.8788177999667823,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,-45,1,4.172843900043517,1,2.0,5.480585600016639,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,45,1,1.9213660000823438,0,1.0,3.2293761000037193,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Invalid,signal,-45,2,1.8717305001337081,0,1.0,3.1796178999356925,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,-45,2,1.3380150001030415,1,1.0,2.645677699940279,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,45,2,1.5881821000948548,1,1.0,2.896005100104958,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,45,1,1.2381152000743896,1,3.0,2.5461067999713123,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,-45,1,0.8712851000018418,1,3.0,2.179315899964422,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,45,2,1.2546335998922586,1,2.0,2.5623534999322146,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Invalid,signal,45,1,1.2882928000763059,1,3.0,2.5958783999085426,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,2274,Invalid,signal,-45,1,2.0550348998513073,1,2.0,3.3631223998963833,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Invalid,signal,45,2,1.7383576999418437,0,1.0,3.0462901999708265,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Invalid,signal,-45,1,1.2381319999694824,1,2.0,2.5460861001629382,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,-45,2,2.3549211998470128,1,2.0,3.662667099852115,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,45,1,4.822485400130972,1,1.0,6.130375899840146,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,45,2,1.7217407000716776,0,2.0,3.029757999815047,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,45,2,1.271431599976495,1,3.0,2.5792697998695076,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,-45,2,0.9544433001428843,0,3.0,2.2624820000492036,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,-45,2,1.6718820000533015,1,2.0,2.9797431000042707,True,1,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
